1,7
2,1
3,5
4,2
5,1
6,4
7,4
8,5
9,2
10,8
11,6
12,2
13,5
14,8
15,3
16,4
17,6
18,0
19,1
20,8
21,7
22,3
23,3
24,8
25,2
26,3
27,9
28,6
29,7
30,9
31,7
32,4
33,5
34,5
35,2
36,6
37,1
38,3
39,6
40,9
41,3
42,3
43,6
44,9
45,8
46,5
47,0
48,9
49,3
50,1
51,4
52,3
53,4
54,0
55,7
56,5
57,2
58,5
59,1
60,5
61,9
62,9
63,2
64,7
65,9
66,9
67,9
68,3
69,7
70,3
71,3
72,0
73,5
74,8
75,0
76,2
77,0
78,0
79,9
80,3
81,9
82,0
83,5
84,2
85,3
86,0
87,3
88,8
89,4
90,0
91,0
92,3
93,3
94,9
95,2
96,0
97,9
98,2
99,9
100,9
101,0
102,3
103,7
104,0
105,0
106,5
107,2
108,9
109,7
110,2
111,1
112,6
113,3
114,0
115,3
116,0
117,0
118,3
119,3
120,3
121,2
122,0
123,5
124,7
125,0
126,5
127,4
128,3
129,8
130,6
131,7
132,7
133,0
134,5
135,0
136,2
137,0
138,6
139,0
140,9
141,7
142,6
143,5
144,3
145,9
146,2
147,9
148,1
149,3
150,0
151,3
152,9
153,5
154,3
155,9
156,3
157,3
158,0
159,5
160,7
161,9
162,3
163,8
164,3
165,2
166,5
167,5
168,0
169,8
170,0
171,7
172,9
173,9
174,3
175,3
176,9
177,9
178,9
179,1
180,2
181,4
182,7
183,0
184,9
185,3
186,2
187,0
188,7
189,0
190,2
191,0
192,9
193,0
194,2
195,3
196,0
197,9
198,0
199,0
200,7
201,5
202,3
203,3
204,0
205,0
206,5
207,9
208,7
209,9
210,0
211,7
212,3
213,0
214,1
215,9
216,1
217,9
218,6
219,0
220,4
221,7
222,9
223,3
224,9
225,0
226,0
227,5
228,3
229,4
230,4
231,9
232,2
233,4
234,0
235,3
236,3
237,8
238,1
239,1
240,7
241,7
242,7
243,2
244,6
245,0
246,8
247,1
248,9
249,3
250,4
251,0
252,8
253,9
254,0
255,2
256,5
257,3
258,0
259,1
260,2
261,3
262,8
263,9
264,6
265,2
266,8
267,9
268,9
269,8
270,2
271,4
272,1
273,3
274,7
275,2
276,7
277,2
278,3
279,6
280,1
281,0
282,0
283,3
284,3
285,5
286,0
287,3
288,3
289,7
290,3
291,3
292,1
293,3
294,2
295,6
296,9
297,2
298,1
299,3
300,7
301,3
302,1
303,2
304,9
305,3
306,8
307,2
308,1
309,9
310,0
311,2
312,2
313,1
314,9
315,9
316,9
317,5
318,8
319,0
320,2
321,2
322,7
323,2
324,0
325,1
326,0
327,5
328,9
329,2
330,2
331,9
332,0
333,9
334,6
335,1
336,5
337,3
338,9
339,8
340,9
341,5
342,0
343,9
344,0
345,8
346,2
347,3
348,1
349,1
350,0
351,6
352,3
353,0
354,6
355,1
356,8
357,1
358,2
359,5
360,3
361,5
362,0
363,2
364,0
365,2
366,4
367,9
368,3
369,0
370,8
371,9
372,0
373,9
374,5
375,8
376,3
377,9
378,9
379,6
380,0
381,0
382,2
383,3
384,3
385,3
386,3
387,3
388,2
389,6
390,5
391,0
392,2
393,7
394,9
395,5
396,7
397,5
398,9
399,5
400,5
401,2
402,0
403,6
404,2
405,1
406,2
407,0
408,3
409,2
410,6
411,9
412,0
413,2
414,0
415,0
416,6
417,9
418,1
419,0
420,3
421,9
422,5
423,5
424,7
425,3
426,3
427,2
428,9
429,3
430,9
431,9
432,7
433,4
434,3
435,7
436,5
437,9
438,7
439,3
440,3
441,8
442,7
443,9
444,6
445,2
446,2
447,9
448,9
449,1
450,1
451,5
452,3
453,4
454,9
455,2
456,9
457,0
458,9
459,9
460,0
461,3
462,7
463,5
464,3
465,4
466,5
467,3
468,9
469,0
470,5
471,2
472,2
473,3
474,0
475,0
476,0
477,5
478,5
479,0
480,0
481,9
482,0
483,3
484,3
485,5
486,6
487,0
488,2
489,0
490,3
491,0
492,8
493,5
494,7
495,5
496,1
497,5
498,9
499,0
500,9
501,0
502,2
503,4
504,2
505,9
506,5
507,3
508,5
509,5
510,2
511,5
512,3
513,4
514,3
515,3
516,6
517,3
518,1
519,9
520,2
521,2
522,7
523,3
524,0
525,1
526,9
527,9
528,3
529,2
530,7
531,5
532,2
533,5
534,2
535,0
536,3
537,5
538,7
539,7
540,0
541,5
542,0
543,9
544,3
545,2
546,3
547,3
548,3
549,9
550,0
551,3
552,0
553,9
554,8
555,7
556,3
557,9
558,3
559,2
560,9
561,2
562,3
563,2
564,2
565,9
566,7
567,9
568,3
569,0
570,3
571,7
572,9
573,2
574,5
575,9
576,5
577,3
578,0
579,2
580,1
581,9
582,1
583,1
584,8
585,3
586,3
587,0
588,9
589,4
590,5
591,0
592,3
593,0
594,2
595,3
596,3
597,3
598,3
599,1
600,3
601,9
602,3
603,3
604,3
605,4
606,2
607,5
608,1
609,3
610,9
611,2
612,5
613,3
614,5
615,1
616,9
617,1
618,3
619,2
620,2
621,3
622,8
623,3
624,5
625,4
626,0
627,7
628,2
629,1
630,3
631,2
632,2
633,2
634,1
635,3
636,3
637,4
638,2
639,9
640,3
641,9
642,9
643,4
644,0
645,6
646,3
647,3
648,6
649,9
650,6
651,7
652,1
653,9
654,7
655,0
656,0
657,0
658,3
659,0
660,1
661,9
662,4
663,1
664,9
665,0
666,8
667,5
668,2
669,9
670,0
671,7
672,9
673,2
674,3
675,2
676,7
677,8
678,1
679,4
680,4
681,8
682,3
683,2
684,9
685,6
686,3
687,9
688,0
689,3
690,9
691,8
692,5
693,0
694,1
695,9
696,0
697,9
698,3
699,5
700,2
701,1
702,6
703,1
704,6
705,5
706,6
707,1
708,3
709,8
710,0
711,0
712,3
713,5
714,6
715,1
716,0
717,9
718,2
719,3
720,3
721,9
722,3
723,9
724,2
725,2
726,0
727,3
728,3
729,0
730,4
731,7
732,2
733,1
734,4
735,8
736,9
737,3
738,5
739,2
740,0
741,3
742,3
743,1
744,5
745,8
746,2
747,0
748,6
749,1
750,0
751,9
752,3
753,3
754,9
755,3
756,4
757,5
758,3
759,4
760,1
761,9
762,2
763,9
764,1
765,9
766,9
767,1
768,8
769,6
770,3
771,7
772,9
773,2
774,6
775,5
776,5
777,3
778,1
779,8
780,7
781,1
782,4
783,2
784,6
785,0
786,5
787,9
788,9
789,8
790,1
791,0
792,5
793,3
794,6
795,0
796,8
797,2
798,9
799,0
800,7
801,3
802,1
803,5
804,3
805,7
806,5
807,1
808,3
809,6
810,9
811,6
812,5
813,8
814,9
815,2
816,1
817,9
818,2
819,6
820,0
821,9
822,2
823,0
824,5
825,3
826,3
827,6
828,3
829,9
830,2
831,2
832,3
833,6
834,1
835,2
836,1
837,1
838,9
839,3
840,9
841,0
842,3
843,3
844,0
845,2
846,8
847,0
848,9
849,0
850,0
851,8
852,9
853,9
854,3
855,0
856,1
857,5
858,3
859,0
860,8
861,1
862,1
863,3
864,9
865,2
866,3
867,4
868,3
869,1
870,7
871,9
872,2
873,3
874,6
875,3
876,7
877,2
878,0
879,9
880,3
881,7
882,9
883,3
884,3
885,3
886,1
887,0
888,0
889,4
890,9
891,8
892,9
893,9
894,9
895,9
896,6
897,3
898,6
899,4
900,4
901,7
902,0
903,8
904,9
905,3
906,9
907,4
908,0
909,7
910,0
911,3
912,3
913,9
914,0
915,1
916,1
917,6
918,6
919,9
920,6
921,4
922,0
923,5
924,3
925,9
926,5
927,9
928,9
929,0
930,3
931,9
932,0
933,2
934,3
935,1
936,9
937,3
938,7
939,3
940,9
941,3
942,5
943,2
944,9
945,0
946,7
947,6
948,9
949,3
950,1
951,7
952,9
953,3
954,0
955,9
956,2
957,0
958,2
959,0
960,7
961,0
962,9
963,3
964,9
965,3
966,5
967,3
968,5
969,0
970,7
971,9
972,5
973,1
974,2
975,5
976,9
977,3
978,6
979,6
980,2
981,8
982,4
983,4
984,8
985,9
986,3
987,5
988,1
989,8
990,2
991,8
992,8
993,9
994,7
995,9
996,6
997,3
998,3
999,7
1000,1
1001,6
1002,8
1003,0
1004,9
1005,5
1006,5
1007,6
1008,1
1009,3
1010,8
1011,3
1012,9
