1,7
2,1
3,5
4,2
5,1
6,4
7,4
8,5
9,2
10,8
11,6
12,2
13,5
14,8
15,3
16,4
17,6
18,0
19,1
20,8
21,7
22,3
23,3
24,8
25,2
26,3
27,9
28,6
29,7
30,9
31,7
32,4
33,5
34,5
35,2
36,6
37,1
38,3
39,6
40,9
41,3
42,3
43,6
44,5
45,8
46,5
47,0
48,9
49,3
50,1
51,4
52,5
53,8
54,0
55,1
56,5
57,5
58,5
59,1
60,1
61,9
62,9
63,2
64,7
65,9
66,5
67,7
68,3
69,7
70,3
71,3
72,0
73,5
74,8
75,0
76,1
77,0
78,1
79,2
80,3
81,2
82,0
83,5
84,5
85,3
86,3
87,3
88,8
89,4
90,0
91,3
92,3
93,1
94,9
95,8
96,0
97,7
98,2
99,9
100,5
101,2
102,3
103,1
104,6
105,0
106,5
107,6
108,5
109,3
110,2
111,1
112,6
113,3
114,0
115,9
116,3
117,0
118,3
119,3
120,5
121,0
122,0
123,5
124,4
125,0
126,7
127,8
128,3
129,3
130,7
131,2
132,7
133,5
134,5
135,2
136,6
137,0
138,1
139,0
140,5
141,8
142,2
143,5
144,3
145,5
146,9
147,5
148,1
149,3
150,0
151,5
152,7
153,5
154,3
155,9
156,3
157,3
158,5
159,5
160,7
161,9
162,3
163,8
164,3
165,2
166,1
167,9
168,6
169,8
170,7
171,7
172,5
173,5
174,0
175,3
176,9
177,9
178,9
179,1
180,2
181,4
182,7
183,0
184,9
185,5
186,2
187,5
188,5
189,5
190,2
191,0
192,5
193,0
194,2
195,3
196,2
197,9
198,7
199,0
200,7
201,5
202,3
203,3
204,0
205,0
206,0
207,4
208,7
209,6
210,0
211,7
212,3
213,0
214,0
215,9
216,1
217,9
218,5
219,0
220,8
221,9
222,9
223,5
224,5
225,0
226,0
227,5
228,5
229,8
230,4
231,5
232,6
233,4
234,3
235,5
236,1
237,8
238,4
239,7
240,1
241,1
242,7
243,2
244,6
245,0
246,7
247,1
248,9
249,9
250,6
251,0
252,8
253,5
254,0
255,2
256,7
257,3
258,0
259,1
260,5
261,3
262,4
263,3
264,6
265,5
266,3
267,9
268,1
269,1
270,2
271,4
272,1
273,3
274,5
275,2
276,7
277,2
278,3
279,7
280,1
281,0
282,5
283,3
284,3
285,9
286,0
287,3
288,3
289,7
290,5
291,3
292,9
293,3
294,0
295,6
296,5
297,6
298,1
299,3
300,7
301,3
302,2
303,6
304,9
305,3
306,1
307,2
308,1
309,1
310,0
311,5
312,5
313,0
314,5
315,5
316,5
317,7
318,3
319,0
320,2
321,6
322,7
323,6
324,0
325,1
326,7
327,9
328,5
329,5
330,2
331,4
332,0
333,9
334,0
335,7
336,9
337,8
338,5
339,6
340,5
341,7
342,9
343,7
344,1
345,8
346,2
347,3
348,1
349,1
350,0
351,9
352,3
353,0
354,8
355,1
356,8
357,1
358,2
359,9
360,3
361,5
362,5
363,0
364,5
365,1
366,5
367,7
368,5
369,5
370,5
371,5
372,0
373,5
374,5
375,8
376,3
377,7
378,9
379,7
380,5
381,0
382,5
383,3
384,3
385,3
386,3
387,3
388,2
389,6
390,5
391,5
392,0
393,7
394,4
395,0
396,7
397,5
398,9
399,5
400,6
401,1
402,0
403,6
404,0
405,1
406,6
407,0
408,5
409,2
410,6
411,7
412,1
413,6
414,5
415,3
416,6
417,7
418,5
419,0
420,8
421,5
422,5
423,7
424,1
425,3
426,3
427,5
428,5
429,3
430,5
431,2
432,7
433,4
434,5
435,1
436,5
437,1
438,7
439,5
440,3
441,8
442,7
443,5
444,7
445,1
446,7
447,5
448,5
449,8
450,1
451,7
452,5
453,7
454,5
455,2
456,9
457,0
458,7
459,9
460,6
461,3
462,8
463,5
464,3
465,6
466,8
467,8
468,9
469,0
470,4
471,5
472,2
473,3
474,6
475,0
476,0
477,1
478,9
479,7
480,3
481,9
482,0
483,3
484,5
485,8
486,6
487,5
488,0
489,0
490,3
491,0
492,8
493,5
494,5
495,0
496,1
497,9
498,9
499,5
500,7
501,3
502,3
503,7
504,2
505,5
506,5
507,3
508,5
509,9
510,4
511,6
512,3
513,7
514,5
515,3
516,6
517,3
518,1
519,9
520,6
521,2
522,7
523,3
524,0
525,1
526,9
527,5
528,0
529,3
530,3
531,5
532,5
533,5
534,6
535,0
536,3
537,3
538,7
539,7
540,0
541,8
542,0
543,1
544,5
545,2
546,3
547,3
548,3
549,5
550,5
551,7
552,0
553,7
554,1
555,7
556,3
557,9
558,2
559,7
560,5
561,2
562,3
563,5
564,6
565,9
566,9
567,5
568,5
569,0
570,3
571,7
572,7
573,5
574,5
575,9
576,5
577,3
578,3
579,0
580,1
581,9
582,1
583,5
584,3
585,3
586,3
587,2
588,9
589,4
590,5
591,0
592,3
593,0
594,6
595,3
596,3
597,3
598,3
599,1
600,3
601,5
602,3
603,3
604,3
605,9
606,2
607,5
608,1
609,3
610,1
611,6
612,5
613,3
614,7
615,1
616,7
617,1
618,3
619,3
620,2
621,3
622,8
623,3
624,5
625,9
626,5
627,2
628,2
629,1
630,8
631,9
632,2
633,2
634,3
635,3
636,3
637,4
638,2
639,9
640,3
641,9
642,5
643,4
644,6
645,6
646,3
647,0
648,6
649,3
650,7
651,4
652,9
653,5
654,7
655,5
656,5
657,5
658,5
659,2
660,1
661,5
662,9
663,1
664,7
665,0
666,8
667,9
668,3
669,7
670,0
671,7
672,3
673,5
674,5
675,6
676,7
677,8
678,1
679,4
680,9
681,8
682,3
683,6
684,5
685,7
686,3
687,9
688,0
689,1
690,5
691,3
692,5
693,0
694,1
695,5
696,7
697,9
698,5
699,5
700,2
701,1
702,7
703,1
704,7
705,3
706,6
707,1
708,7
709,7
710,5
711,0
712,3
713,5
714,2
715,1
716,0
717,5
718,6
719,3
720,5
721,5
722,3
723,9
724,5
725,9
726,0
727,3
728,3
729,0
730,4
731,1
732,2
733,1
734,6
735,3
736,3
737,5
738,7
739,2
740,0
741,3
742,9
743,1
744,1
745,4
746,6
747,0
748,7
749,1
750,7
751,9
752,5
753,5
754,5
755,3
756,7
757,3
758,3
759,7
760,1
761,5
762,2
763,9
764,1
765,5
766,3
767,1
768,3
769,7
770,3
771,6
772,5
773,2
774,9
775,5
776,5
777,3
778,1
779,8
780,5
781,1
782,9
783,2
784,7
785,1
786,3
787,5
788,9
789,9
790,1
791,0
792,5
793,3
794,4
795,1
796,3
797,2
798,5
799,0
800,7
801,3
802,1
803,6
804,3
805,9
806,5
807,7
808,9
809,6
810,5
811,6
812,1
813,8
814,9
815,5
816,1
817,5
818,5
819,6
820,6
821,7
822,2
823,0
824,5
825,7
826,5
827,5
828,8
829,5
830,2
831,2
832,3
833,6
834,1
835,5
836,1
837,1
838,5
839,5
840,5
841,0
842,5
843,3
844,0
845,2
846,0
847,0
848,5
849,5
850,0
851,7
852,5
853,5
854,3
855,0
856,1
857,5
858,3
859,7
860,8
861,4
862,1
863,5
864,5
865,2
866,5
867,5
868,3
869,1
870,3
871,5
872,5
873,3
874,7
875,9
876,7
877,2
878,0
879,9
880,3
881,1
882,5
883,5
884,3
885,8
886,1
887,0
888,0
889,7
890,9
891,8
892,5
893,7
894,9
895,5
896,6
897,3
898,9
899,9
900,4
901,7
902,7
903,8
904,5
905,3
906,7
907,8
908,0
909,1
910,1
911,3
912,3
913,9
914,5
915,1
916,1
917,5
918,7
919,5
920,6
921,4
922,1
923,5
924,5
925,9
926,3
927,5
928,9
929,5
930,3
931,5
932,0
933,3
934,3
935,1
936,9
937,3
938,9
939,8
940,5
941,3
942,5
943,2
944,9
945,0
946,5
947,7
948,5
949,3
950,1
951,7
952,9
953,3
954,0
955,5
956,2
957,0
958,2
959,0
960,7
961,0
962,5
963,1
964,5
965,3
966,1
967,3
968,5
969,0
970,7
971,5
972,5
973,1
974,5
975,3
976,5
977,9
978,2
979,8
980,2
981,2
982,4
983,4
984,8
985,9
986,9
987,5
988,3
989,3
990,0
991,3
992,2
993,5
994,1
995,9
996,2
997,5
998,5
999,6
1000,3
1001,7
1002,8
1003,7
1004,5
1005,5
1006,9
1007,6
1008,1
1009,3
1010,2
1011,3
1012,9
