2.109817154739150880e+00,1.399658691804481991e+00,1.152702454575739166e+00,1.471839677175074357e+00,2.467440682453928558e-01,1.955169972442422299e+00,3.036046866034107228e-01,1.361443045094623994e+00,3.528230002849502278e-01,1.618376486816077708e+00,-9.163789834140032564e-01,-1.759661277387878156e-02,-6.975971720835866252e-01,-4.028200605582347160e-01,6.944813269546332712e-01
2.576931897551628867e-02,-1.109275704948221142e+00,5.582198317777074814e-02,8.862651791026124881e-01,-2.085220781933363021e+00,-8.751221287028357887e-01,-1.342593285167710482e+00,-1.789516735722911922e-01,-2.211105663841500812e-01,-1.018670582572694716e+00,-4.448212631385061178e-01,1.772133924003210792e-01,1.231364410330699322e+00,1.667873736958965236e-01,7.328947817763070693e-02
-6.304787455152367492e-01,-1.200745980087240872e+00,3.376469438913048959e-01,-1.741622892097959285e+00,-2.799479457126860527e-01,4.105388041929353138e-01,-8.077091926060488980e-01,1.386044539194484365e-02,4.343882420681120515e-01,2.800028271488955722e-01,-2.365925093671127633e-01,5.770289858937762695e-01,1.172769201492739999e+00,-4.772190328198268050e-01,-1.700692828700853365e+00
-1.103849954547876377e+00,-2.290160509895890484e-01,-5.351816628074863580e-01,-1.231407204502103392e+00,8.050205929751665934e-01,-9.965979528112457464e-01,-2.701232802362711016e+00,2.093123210759326724e+00,-2.395679429894808851e-02,-5.557691790073505667e-01,-5.800840127603911212e-01,2.760893406870487343e+00,-1.757639875441754373e-01,-3.082078223116591076e-01,-1.865708282631755255e+00
5.734960885871422942e-01,-1.629319764203332355e+00,9.016359863006547792e-01,2.128472580127253710e+00,-1.342671892468626949e+00,-3.164173178163008360e-01,-4.659456648617814611e-01,6.349122549809502747e-01,-5.074606081934309731e-01,-6.039457158025091088e-01,1.353632864595504470e+00,8.385431103571593381e-01,-4.042109141195242561e-01,4.300744797875462044e-01,1.222454639176486557e+00
7.869815043936113641e-01,1.784443570198113171e-01,-8.423088583429447773e-01,1.075265373520308598e+00,9.373018001493413909e-01,-2.044864236019894754e+00,1.376771277243819813e-02,1.529394519168185917e+00,1.461194335340041672e-01,-2.433038146478970543e+00,-1.757832389321843491e+00,-9.316055171802003487e-01,-1.832821031273656143e+00,3.102446055635550981e-01,5.206542397366760166e-01
1.587354472341682809e+00,2.739781451334249440e-01,-4.280509054829625404e-01,-7.479964909355335534e-01,4.254506178625419577e-01,6.904021018783678132e-01,-3.012579266156660274e-01,1.411396227513034562e-01,5.280235794568389346e-02,3.624435415519416392e-01,-9.597142135898703019e-01,-6.637856345555886994e-01,-6.453834315435804658e-01,-8.192376162354841895e-01,-1.174325864061523950e+00
1.120069720183850537e+00,1.049555762015784710e+00,-2.308910130027645446e-01,-1.670249272103403904e+00,-2.542763474704813342e-01,1.710022092426010998e+00,-3.973078147522677295e-01,3.000231863676013910e-01,-1.011868076098031560e-01,1.829652592685363288e+00,-3.504535999936083668e-01,-6.844394968261472423e-01,-1.066306973425248383e-01,1.474388711418465059e-01,8.530323380008142387e-03
-7.175401141145180128e-01,9.663992244954654198e-02,-7.459987140308552700e-01,2.600980411012736582e-01,2.207945934734371285e+00,-9.794305601460793209e-01,-1.292468978478621189e+00,1.037310741419124493e+00,-7.538904209381549482e-01,-5.637188102863398553e-01,1.201370554449329164e+00,1.382833592596947714e+00,-8.906391360225780485e-01,-1.899795573735883147e+00,-9.052468716581167918e-01
2.980756083787717281e-01,-1.223449757501970936e+00,-1.346228164966792595e-01,-2.441388379059600544e-01,6.398155607575445325e-01,-9.866616263361540629e-01,1.547191582711000102e+00,7.735532571522703293e-02,1.318336128877377389e+00,-9.948278577590117244e-01,1.452859164071304665e+00,-1.292216685055739001e-01,3.912290397265485997e-01,3.371198037759992605e-02,-8.922323575041618549e-01
