-1.11325,1.83733,-1.12878,1.91633,-0.00719,0.87625,0.30824,-0.77987
-0.15002,-1.15643,-0.56826,0.38809,2.22075,-0.17587,1.22008,0.06367
0.46511,-0.36451,-0.36733,-1.25541,0.15122,0.69680,-0.58982,-0.47077
1.18353,-0.68689,1.68331,0.02117,-1.86552,-1.13220,0.26534,-0.03969
-0.53884,-1.26118,-1.50817,0.55050,1.04362,0.02301,0.93313,0.05693
-0.86237,-0.11663,0.60148,0.33568,-0.59786,-2.96808,0.07075,0.58516
-1.58773,-0.29767,0.32583,-1.16707,0.27494,0.91658,-0.36384,-0.82365
-0.44440,1.08824,-0.38157,-0.78904,0.94058,1.10469,-0.13012,0.64484
0.53332,-0.89324,1.30389,1.28519,-2.88492,-0.61713,0.67405,0.25905
-0.09162,-0.57271,-0.18081,0.10666,-0.37400,0.11725,-1.06467,1.22523
-0.37696,-0.52838,2.47111,-0.35654,-0.85822,2.06534,0.36166,-1.43503
0.17541,-0.96820,-0.25300,0.87380,-1.97235,-1.26453,-1.36815,-0.50269
0.53226,0.51408,-0.02207,-1.34657,2.04714,-1.07638,0.33195,-1.58650
-0.38208,-1.00097,-1.33395,-0.70394,0.28888,0.83062,-0.31409,1.77981
0.99310,-0.22922,-0.95633,-1.12419,-0.30234,1.48548,1.46066,-0.00832
-0.99003,0.40370,0.21740,-0.14701,1.12632,-2.16214,0.32088,-1.44771
0.46254,-0.24533,1.65777,0.73201,0.46011,0.64522,0.69117,0.85424
2.26082,1.75575,-0.13763,1.00694,-0.42907,-0.03648,-0.21970,0.37188
-0.44365,-1.70059,-1.13480,0.79931,1.10145,-0.32741,0.11017,-1.01746
0.61984,-1.29687,-0.18919,-0.62272,0.30341,0.47858,-0.30084,-1.35560
-1.21480,0.32543,-1.26735,0.29243,0.14603,0.62220,0.01827,0.54912
-0.43821,-0.11909,-1.41999,-1.85207,-2.77602,0.26281,1.20471,-1.48646
0.39948,-0.51918,-1.84122,-1.51629,0.11209,1.54432,0.42307,0.34452
-0.25197,0.47960,-0.41152,-1.16982,-1.37696,-0.44017,0.87875,-0.17773
1.30823,-1.42073,0.43987,0.50282,-1.21669,-0.02733,-0.70489,-3.51061
0.38634,0.30830,-0.39492,-2.50488,-0.75373,0.94652,0.51196,-0.03368
-0.85035,0.71684,0.67780,-0.13637,0.72259,0.47770,0.03005,0.16152
0.51144,-1.52581,2.52473,0.04925,-0.21349,0.96508,-0.54049,0.77079
-1.95833,1.30953,-0.44623,1.21145,-0.45939,0.58576,-0.56441,-0.58041
-0.22775,-0.27022,0.31009,-1.20283,0.76481,0.33575,-0.14656,-1.25705
