1,7
2,1
3,5
4,2
5,1
6,4
7,4
8,5
9,2
10,8
11,6
12,2
13,5
14,8
15,3
16,4
17,6
18,0
19,1
20,8
21,7
22,3
24,8
25,2
26,3
27,9
28,6
29,7
30,9
31,7
32,4
33,5
34,5
35,2
36,6
37,1
38,3
39,6
40,9
41,3
42,3
43,6
45,8
46,5
47,0
50,1
52,9
54,0
62,9
63,2
64,7
65,9
69,7
72,0
74,8
75,0
77,0
89,4
99,9
102,3
104,2
111,1
112,2
136,2
139,6
141,8
142,2
148,1
164,3
165,2
171,7
172,4
181,4
186,2
191,0
192,7
193,0
209,4
213,0
220,2
223,6
226,6
239,1
259,1
264,6
272,1
282,6
293,3
296,7
297,6
298,1
301,3
311,2
312,2
322,7
325,1
326,1
327,4
330,2
332,0
343,7
346,2
355,1
361,8
363,2
365,8
370,8
372,8
375,2
387,8
389,6
391,5
392,2
401,1
402,0
403,6
410,6
414,6
415,5
416,6
423,7
435,1
439,6
443,4
447,6
450,1
451,7
455,3
460,6
483,1
490,8
495,6
496,1
509,4
522,7
524,0
534,2
568,7
570,3
617,1
629,1
649,4
653,4
654,7
667,4
677,8
704,7
709,5
720,5
734,4
756,7
758,3
766,4
779,8
840,4
849,0
890,9
891,3
906,7
911,3
920,0
946,4
948,4
952,4
970,7
976,7
982,4
998,5
1020,5
1072,3
1085,0
1105,3
1119,0
1143,3
1145,0
1174,9
1182,5
1193,8
1211,3
1217,5
1226,8
1250,0
1272,0
1284,0
1297,3
1333,3
1359,0
1367,5
1388,5
1653,8
1677,8
1697,9
1713,8
1743,8
1758,5
1936,5
1966,9
1969,5
2028,9
2062,9
2068,9
2116,9
2238,5
2306,9
2358,9
2366,9
2543,5
3160,9
4034,9
4712,9
